#A	0.001 T/s
-0.83486	-0.98970
-0.83444	-0.99090
-0.83401	-0.99243
-0.83359	-0.98949
-0.83316	-0.99048
-0.83273	-0.99052
-0.83231	-0.99134
-0.83188	-0.99157
-0.83145	-0.99379
-0.83103	-0.99303
-0.83060	-0.99338
-0.83017	-0.99270
-0.82975	-0.99266
-0.82932	-0.99521
-0.82890	-0.99518
-0.82847	-0.99510
-0.82804	-0.99451
-0.82762	-0.99465
-0.82719	-0.99427
-0.82676	-0.99807
-0.82634	-0.99682
-0.82592	-0.98935
-0.82549	-0.98602
-0.82507	-0.98678
-0.82464	-0.98727
-0.82421	-0.98785
-0.82379	-0.98801
-0.82336	-0.98726
-0.82293	-0.98914
-0.82251	-0.98891
-0.82208	-0.98898
-0.82166	-0.98931
-0.82123	-0.98862
-0.82080	-0.98985
-0.82038	-0.98940
-0.81995	-0.99089
-0.81952	-0.98802
-0.81910	-0.98909
-0.81867	-0.98907
-0.81824	-0.99073
-0.81782	-0.99088
-0.81739	-0.98987
-0.81697	-0.99170
-0.81654	-0.99195
-0.81612	-0.99248
-0.81569	-0.99189
-0.81526	-0.99200
-0.81484	-0.99233
-0.81441	-0.99215
-0.81398	-0.99362
-0.81356	-0.99421
-0.81313	-0.99400
-0.81270	-0.99445
-0.81228	-0.99537
-0.81186	-0.98571
-0.81143	-0.98528
-0.81100	-0.98625
-0.81058	-0.98560
-0.81015	-0.98668
-0.80972	-0.98693
-0.80930	-0.98803
-0.80887	-0.98722
-0.80845	-0.98856
-0.80802	-0.98900
-0.80760	-0.98973
-0.80717	-0.98879
-0.80674	-0.98975
-0.80632	-0.98975
-0.80589	-0.99130
-0.80546	-0.99181
-0.80504	-0.99168
-0.80461	-0.99207
-0.80419	-0.99136
-0.80376	-0.99178
-0.80333	-0.99366
-0.80291	-0.99460
-0.80248	-0.99347
-0.80205	-0.99453
-0.80163	-0.99279
-0.80120	-0.99414
-0.80078	-0.99467
-0.80035	-0.99493
-0.79992	-0.99539
-0.79950	-0.99594
-0.79907	-0.99661
-0.79865	-0.99483
-0.79822	-0.99694
-0.79780	-0.98695
-0.79737	-0.98677
-0.79694	-0.98701
-0.79652	-0.98956
-0.79609	-0.98759
-0.79567	-0.98877
-0.79524	-0.98892
-0.79481	-0.98943
-0.79439	-0.98968
-0.79396	-0.98981
-0.79353	-0.98899
-0.79311	-0.99021
-0.79268	-0.99179
-0.79226	-0.99195
-0.79183	-0.99147
-0.79140	-0.99184
-0.79098	-0.99203
-0.79055	-0.99236
-0.79013	-0.99250
-0.78970	-0.99343
-0.78927	-0.99191
-0.78885	-0.99199
-0.78842	-0.99382
-0.78799	-0.99390
-0.78757	-0.99550
-0.78714	-0.99389
-0.78672	-0.99481
-0.78629	-0.99370
-0.78586	-0.99391
-0.78544	-0.99444
-0.78501	-0.99411
-0.78458	-0.99563
-0.78416	-0.99443
-0.78374	-0.98487
-0.78331	-0.98601
-0.78288	-0.98630
-0.78246	-0.98753
-0.78203	-0.98762
-0.78161	-0.98860
-0.78118	-0.98872
-0.78075	-0.98842
-0.78033	-0.98763
-0.77990	-0.98836
-0.77947	-0.98786
-0.77905	-0.98916
-0.77862	-0.99095
-0.77820	-0.99072
-0.77777	-0.98739
-0.77734	-0.98907
-0.77692	-0.98964
-0.77649	-0.98978
-0.77607	-0.99063
-0.77564	-0.99090
-0.77521	-0.99066
-0.77479	-0.99029
-0.77436	-0.99169
-0.77393	-0.99160
-0.77351	-0.99088
-0.77308	-0.99163
-0.77266	-0.99177
-0.77223	-0.99243
-0.77180	-0.99259
-0.77138	-0.99380
-0.77095	-0.99241
-0.77052	-0.99306
-0.77010	-0.99292
-0.76968	-0.98273
-0.76925	-0.98413
-0.76882	-0.98424
-0.76840	-0.98424
-0.76797	-0.98319
-0.76754	-0.98355
-0.76712	-0.98469
-0.76669	-0.98608
-0.76627	-0.98503
-0.76584	-0.98612
-0.76541	-0.98598
-0.76499	-0.98638
-0.76456	-0.98708
-0.76414	-0.98618
-0.76371	-0.98727
-0.76328	-0.98809
-0.76286	-0.98953
-0.76243	-0.98786
-0.76200	-0.98800
-0.76158	-0.99134
-0.76115	-0.99073
-0.76073	-0.99042
-0.76030	-0.99264
-0.75987	-0.99309
-0.75945	-0.99266
-0.75902	-0.99228
-0.75859	-0.99102
-0.75817	-0.99270
-0.75774	-0.99281
-0.75732	-0.99143
-0.75689	-0.99327
-0.75646	-0.99516
-0.75604	-0.99331
-0.75562	-0.98342
-0.75519	-0.98521
-0.75476	-0.98537
-0.75434	-0.98368
-0.75391	-0.98393
-0.75348	-0.98866
-0.75306	-0.98754
-0.75263	-0.98521
-0.75221	-0.98866
-0.75178	-0.98744
-0.75135	-0.98728
-0.75093	-0.98866
-0.75050	-0.98812
-0.75007	-0.98883
-0.74965	-0.99005
-0.74922	-0.99088
-0.74880	-0.99063
-0.74837	-0.98998
-0.74794	-0.99107
-0.74752	-0.99034
-0.74709	-0.99159
-0.74667	-0.99147
-0.74624	-0.99313
-0.74581	-0.99316
-0.74539	-0.99443
-0.74496	-0.99473
-0.74453	-0.99423
-0.74411	-0.99488
-0.74368	-0.99478
-0.74326	-0.99665
-0.74283	-0.99421
-0.74240	-0.99619
-0.74198	-0.99731
-0.74155	-0.98614
-0.74113	-0.98749
-0.74070	-0.98764
-0.74028	-0.98554
-0.73985	-0.98642
-0.73943	-0.98622
-0.73900	-0.98793
-0.73857	-0.98919
-0.73815	-0.98843
-0.73772	-0.98875
-0.73729	-0.99065
-0.73687	-0.98945
-0.73644	-0.98828
-0.73601	-0.98988
-0.73559	-0.99074
-0.73516	-0.99083
-0.73474	-0.98907
-0.73431	-0.98929
-0.73388	-0.99063
-0.73346	-0.98957
-0.73303	-0.99191
-0.73261	-0.99104
-0.73218	-0.99236
-0.73175	-0.99293
-0.73133	-0.99174
-0.73090	-0.99211
-0.73048	-0.99334
-0.73005	-0.99296
-0.72962	-0.99399
-0.72920	-0.99371
-0.72877	-0.99372
-0.72834	-0.99423
-0.72792	-0.98660
-0.72750	-0.98445
-0.72707	-0.98579
-0.72664	-0.98620
-0.72622	-0.98482
-0.72579	-0.98685
-0.72536	-0.98588
-0.72494	-0.98482
-0.72451	-0.98795
-0.72409	-0.98955
-0.72366	-0.98867
-0.72323	-0.98803
-0.72281	-0.98804
-0.72238	-0.98833
-0.72196	-0.98707
-0.72153	-0.98741
-0.72110	-0.98964
-0.72068	-0.98971
-0.72025	-0.99078
-0.71982	-0.99039
-0.71940	-0.99083
-0.71897	-0.99009
-0.71855	-0.99090
-0.71812	-0.99023
-0.71769	-0.99081
-0.71727	-0.98877
-0.71684	-0.99242
-0.71642	-0.99125
-0.71599	-0.99206
-0.71556	-0.99296
-0.71514	-0.99129
-0.71471	-0.99150
-0.71428	-0.99073
-0.71386	-0.98261
-0.71344	-0.98326
-0.71301	-0.98275
-0.71258	-0.98308
-0.71216	-0.98537
-0.71173	-0.98557
-0.71130	-0.98427
-0.71088	-0.98500
-0.71045	-0.98503
-0.71003	-0.98547
-0.70960	-0.98539
-0.70917	-0.98472
-0.70875	-0.98659
-0.70832	-0.98629
-0.70790	-0.98712
-0.70747	-0.98754
-0.70704	-0.98973
-0.70662	-0.98851
-0.70619	-0.98830
-0.70576	-0.98798
-0.70534	-0.98900
-0.70491	-0.98994
-0.70449	-0.99001
-0.70406	-0.98960
-0.70363	-0.99168
-0.70321	-0.98988
-0.70278	-0.99157
-0.70235	-0.99234
-0.70193	-0.99218
-0.70150	-0.99127
-0.70108	-0.99403
-0.70065	-0.99300
-0.70022	-0.99427
-0.69980	-0.98480
-0.69938	-0.98420
-0.69895	-0.98614
-0.69852	-0.98601
-0.69810	-0.98551
-0.69767	-0.98759
-0.69724	-0.98630
-0.69682	-0.98722
-0.69639	-0.98712
-0.69597	-0.98882
-0.69554	-0.98723
-0.69511	-0.98813
-0.69469	-0.98858
-0.69426	-0.98798
-0.69383	-0.98985
-0.69341	-0.98947
-0.69298	-0.98894
-0.69256	-0.98835
-0.69213	-0.99028
-0.69170	-0.98975
-0.69128	-0.99298
-0.69085	-0.99155
-0.69043	-0.99164
-0.69000	-0.99207
-0.68957	-0.99102
-0.68915	-0.99080
-0.68872	-0.99209
-0.68829	-0.99302
-0.68787	-0.99430
-0.68744	-0.99388
-0.68702	-0.99414
-0.68659	-0.99605
-0.68616	-0.99352
-0.68574	-0.98630
-0.68531	-0.98642
-0.68489	-0.98574
-0.68446	-0.98626
-0.68404	-0.98538
-0.68361	-0.98766
-0.68319	-0.98661
-0.68276	-0.98611
-0.68233	-0.98842
-0.68191	-0.98845
-0.68148	-0.98779
-0.68105	-0.98849
-0.68063	-0.98801
-0.68020	-0.98968
-0.67977	-0.98726
-0.67935	-0.98877
-0.67892	-0.98885
-0.67850	-0.98983
-0.67807	-0.98979
-0.67764	-0.98998
-0.67722	-0.98998
-0.67679	-0.99156
-0.67636	-0.99014
-0.67594	-0.99119
-0.67551	-0.99275
-0.67509	-0.99233
-0.67466	-0.99149
-0.67424	-0.99326
-0.67381	-0.99111
-0.67338	-0.99186
-0.67296	-0.99135
-0.67253	-0.99365
-0.67210	-0.99170
-0.67168	-0.98443
-0.67126	-0.98438
-0.67083	-0.98530
-0.67040	-0.98665
-0.66998	-0.98707
-0.66955	-0.98587
-0.66912	-0.98610
-0.66870	-0.98634
-0.66827	-0.98615
-0.66784	-0.98684
-0.66742	-0.98616
-0.66699	-0.98740
-0.66657	-0.98696
-0.66614	-0.98768
-0.66572	-0.98730
-0.66529	-0.98877
-0.66486	-0.98784
-0.66444	-0.98827
-0.66401	-0.98859
-0.66358	-0.98903
-0.66316	-0.99137
-0.66273	-0.99070
-0.66230	-0.99208
-0.66188	-0.99139
-0.66145	-0.99344
-0.66103	-0.99181
-0.66060	-0.99346
-0.66017	-0.99289
-0.65975	-0.99274
-0.65932	-0.99172
-0.65889	-0.99356
-0.65847	-0.99393
-0.65804	-0.99430
-0.65762	-0.98528
-0.65720	-0.98477
-0.65677	-0.98710
-0.65634	-0.98739
-0.65592	-0.98604
-0.65549	-0.98723
-0.65506	-0.98642
-0.65464	-0.98855
-0.65421	-0.98799
-0.65379	-0.98661
-0.65336	-0.98791
-0.65293	-0.98613
-0.65251	-0.98603
-0.65208	-0.98676
-0.65165	-0.98804
-0.65123	-0.98784
-0.65080	-0.98736
-0.65037	-0.98838
-0.64995	-0.99019
-0.64952	-0.99021
-0.64910	-0.99158
-0.64867	-0.99324
-0.64825	-0.99187
-0.64782	-0.99281
-0.64739	-0.99282
-0.64697	-0.99251
-0.64654	-0.99180
-0.64611	-0.99199
-0.64569	-0.99271
-0.64526	-0.99300
-0.64484	-0.99363
-0.64441	-0.99229
-0.64398	-0.99165
-0.64356	-0.98431
-0.64313	-0.98564
-0.64271	-0.98564
-0.64228	-0.98560
-0.64186	-0.98563
-0.64143	-0.98696
-0.64100	-0.98762
-0.64058	-0.98675
-0.64015	-0.98716
-0.63973	-0.98830
-0.63930	-0.98804
-0.63887	-0.98856
-0.63845	-0.98637
-0.63802	-0.98878
-0.63759	-0.98970
-0.63717	-0.98998
-0.63674	-0.99000
-0.63632	-0.98937
-0.63589	-0.98896
-0.63546	-0.99004
-0.63504	-0.99099
-0.63461	-0.99107
-0.63418	-0.99098
-0.63376	-0.99264
-0.63333	-0.99224
-0.63291	-0.99291
-0.63248	-0.99531
-0.63205	-0.99321
-0.63163	-0.99414
-0.63120	-0.99427
-0.63078	-0.99525
-0.63035	-0.99506
-0.62993	-0.99053
-0.62950	-0.98601
-0.62907	-0.98865
-0.62865	-0.98874
-0.62822	-0.98934
-0.62780	-0.98652
-0.62737	-0.98763
-0.62694	-0.98948
-0.62652	-0.98890
-0.62609	-0.98791
-0.62566	-0.98751
-0.62524	-0.98724
-0.62481	-0.98783
-0.62439	-0.98609
-0.62396	-0.98724
-0.62353	-0.98725
-0.62311	-0.98625
-0.62268	-0.98933
-0.62226	-0.98824
-0.62183	-0.98848
-0.62140	-0.98963
-0.62098	-0.98801
-0.62055	-0.98930
-0.62012	-0.98945
-0.61970	-0.99002
-0.61927	-0.98912
-0.61885	-0.99044
-0.61842	-0.98820
-0.61799	-0.98965
-0.61757	-0.99151
-0.61714	-0.99143
-0.61671	-0.99307
-0.61629	-0.99219
-0.61587	-0.98512
-0.61544	-0.98349
-0.61502	-0.98297
-0.61459	-0.98336
-0.61416	-0.98450
-0.61374	-0.98397
-0.61331	-0.98100
-0.61288	-0.98504
-0.61246	-0.98462
-0.61203	-0.98472
-0.61160	-0.98472
-0.61118	-0.98530
-0.61075	-0.98595
-0.61033	-0.98516
-0.60990	-0.98527
-0.60947	-0.98540
-0.60905	-0.98784
-0.60862	-0.98477
-0.60819	-0.98624
-0.60777	-0.98709
-0.60734	-0.98567
-0.60692	-0.98697
-0.60649	-0.98650
-0.60606	-0.98913
-0.60564	-0.98698
-0.60521	-0.98756
-0.60479	-0.98762
-0.60436	-0.98683
-0.60393	-0.98775
-0.60351	-0.98679
-0.60308	-0.98722
-0.60265	-0.98690
-0.60223	-0.98895
-0.60181	-0.98115
-0.60138	-0.98125
-0.60095	-0.98358
-0.60053	-0.98194
-0.60010	-0.98304
-0.59967	-0.98290
-0.59925	-0.98195
-0.59882	-0.98435
-0.59840	-0.98416
-0.59797	-0.98405
-0.59755	-0.98563
-0.59712	-0.98605
-0.59669	-0.98588
-0.59627	-0.98591
-0.59584	-0.98698
-0.59541	-0.98496
-0.59499	-0.98624
-0.59456	-0.98694
-0.59413	-0.98658
-0.59371	-0.98592
-0.59328	-0.98829
-0.59286	-0.98618
-0.59243	-0.98658
-0.59200	-0.98913
-0.59158	-0.98826
-0.59115	-0.98810
-0.59072	-0.98661
-0.59030	-0.98916
-0.58987	-0.98845
-0.58945	-0.98972
-0.58902	-0.98997
-0.58859	-0.98935
-0.58817	-0.99087
-0.58775	-0.98187
-0.58732	-0.98400
-0.58689	-0.98249
-0.58647	-0.98405
-0.58604	-0.98449
-0.58562	-0.98490
-0.58519	-0.98481
-0.58476	-0.98276
-0.58434	-0.98373
-0.58391	-0.98645
-0.58348	-0.98520
-0.58306	-0.98530
-0.58263	-0.98597
-0.58220	-0.98591
-0.58178	-0.98648
-0.58135	-0.98591
-0.58093	-0.98652
-0.58050	-0.98538
-0.58008	-0.98679
-0.57965	-0.98722
-0.57922	-0.98815
-0.57880	-0.98787
-0.57837	-0.98759
-0.57794	-0.98763
-0.57752	-0.98720
-0.57709	-0.98774
-0.57666	-0.98949
-0.57624	-0.98925
-0.57581	-0.98944
-0.57539	-0.98993
-0.57496	-0.99066
-0.57453	-0.99043
-0.57411	-0.98952
-0.57368	-0.98264
-0.57326	-0.98385
-0.57283	-0.98425
-0.57241	-0.98509
-0.57198	-0.98453
-0.57156	-0.98372
-0.57113	-0.98346
-0.57070	-0.98373
-0.57028	-0.98426
-0.56985	-0.98458
-0.56942	-0.98505
-0.56900	-0.98576
-0.56857	-0.98385
-0.56815	-0.98462
-0.56772	-0.98568
-0.56729	-0.98626
-0.56687	-0.98528
-0.56644	-0.98513
-0.56601	-0.98817
-0.56559	-0.98644
-0.56516	-0.98748
-0.56473	-0.98723
-0.56431	-0.98666
-0.56388	-0.98819
-0.56346	-0.98755
-0.56303	-0.98790
-0.56261	-0.98814
-0.56218	-0.98680
-0.56175	-0.98878
-0.56133	-0.98778
-0.56090	-0.98995
-0.56047	-0.98758
-0.56005	-0.99114
-0.55963	-0.98058
-0.55920	-0.98280
-0.55877	-0.98202
-0.55835	-0.98215
-0.55792	-0.98266
-0.55749	-0.98151
-0.55707	-0.98099
-0.55664	-0.98205
-0.55622	-0.98304
-0.55579	-0.98372
-0.55536	-0.98444
-0.55494	-0.98315
-0.55451	-0.98284
-0.55409	-0.98238
-0.55366	-0.98279
-0.55323	-0.98388
-0.55281	-0.98348
-0.55238	-0.98359
-0.55195	-0.98521
-0.55153	-0.98565
-0.55110	-0.98468
-0.55068	-0.98423
-0.55025	-0.98467
-0.54982	-0.98517
-0.54940	-0.98587
-0.54897	-0.98529
-0.54854	-0.98764
-0.54812	-0.98789
-0.54769	-0.98577
-0.54727	-0.98738
-0.54684	-0.98558
-0.54641	-0.98541
-0.54599	-0.98738
-0.54557	-0.98136
-0.54514	-0.98254
-0.54471	-0.98062
-0.54429	-0.98254
-0.54386	-0.98379
-0.54343	-0.98390
-0.54301	-0.98284
-0.54258	-0.98290
-0.54216	-0.98350
-0.54173	-0.98426
-0.54130	-0.98266
-0.54088	-0.98540
-0.54045	-0.98615
-0.54002	-0.98550
-0.53960	-0.98531
-0.53917	-0.98492
-0.53875	-0.98544
-0.53832	-0.98615
-0.53789	-0.98645
-0.53747	-0.98637
-0.53704	-0.98609
-0.53662	-0.98570
-0.53619	-0.98554
-0.53576	-0.98663
-0.53534	-0.98693
-0.53491	-0.98616
-0.53448	-0.98699
-0.53406	-0.98823
-0.53363	-0.98852
-0.53321	-0.98844
-0.53278	-0.98914
-0.53235	-0.98835
-0.53193	-0.98511
-0.53150	-0.98132
-0.53108	-0.98243
-0.53065	-0.98188
-0.53023	-0.98233
-0.52980	-0.98254
-0.52938	-0.98408
-0.52895	-0.98449
-0.52852	-0.98508
-0.52810	-0.98420
-0.52767	-0.98478
-0.52724	-0.98543
-0.52682	-0.98415
-0.52639	-0.98465
-0.52596	-0.98589
-0.52554	-0.98582
-0.52511	-0.98532
-0.52469	-0.98570
-0.52426	-0.98527
-0.52383	-0.98564
-0.52341	-0.98661
-0.52298	-0.98886
-0.52255	-0.98622
-0.52213	-0.98765
-0.52170	-0.98733
-0.52128	-0.98720
-0.52085	-0.98818
-0.52042	-0.98783
-0.52000	-0.98750
-0.51957	-0.98887
-0.51915	-0.98659
-0.51872	-0.98927
-0.51829	-0.98796
-0.51787	-0.98226
-0.51744	-0.98160
-0.51702	-0.98164
-0.51659	-0.98343
-0.51617	-0.98362
-0.51574	-0.98352
-0.51531	-0.98257
-0.51489	-0.98244
-0.51446	-0.98164
-0.51403	-0.98407
-0.51361	-0.98424
-0.51318	-0.98298
-0.51276	-0.98360
-0.51233	-0.98354
-0.51191	-0.98362
-0.51148	-0.98376
-0.51105	-0.98403
-0.51063	-0.98479
-0.51020	-0.98391
-0.50977	-0.98626
-0.50935	-0.98297
-0.50892	-0.98552
-0.50849	-0.98538
-0.50807	-0.98624
-0.50764	-0.98594
-0.50722	-0.98467
-0.50679	-0.98681
-0.50636	-0.98687
-0.50594	-0.98661
-0.50551	-0.98722
-0.50509	-0.98693
-0.50466	-0.98794
-0.50423	-0.98749
-0.50381	-0.97846
-0.50339	-0.97997
-0.50296	-0.98144
-0.50253	-0.98097
-0.50211	-0.98064
-0.50168	-0.98041
-0.50125	-0.98219
-0.50083	-0.98047
-0.50040	-0.98102
-0.49998	-0.98157
-0.49955	-0.98129
-0.49912	-0.98022
-0.49870	-0.98130
-0.49827	-0.97997
-0.49784	-0.98174
-0.49742	-0.98229
-0.49699	-0.98206
-0.49657	-0.98170
-0.49614	-0.98155
-0.49571	-0.98244
-0.49529	-0.98304
-0.49486	-0.98229
-0.49444	-0.98352
-0.49401	-0.98314
-0.49358	-0.98357
-0.49316	-0.98285
-0.49273	-0.98376
-0.49230	-0.98290
-0.49188	-0.98287
-0.49145	-0.98474
-0.49102	-0.98581
-0.49060	-0.98520
-0.49017	-0.98674
-0.48975	-0.97909
-0.48932	-0.98099
-0.48890	-0.97890
-0.48847	-0.98084
-0.48805	-0.98007
-0.48762	-0.97931
-0.48719	-0.98086
-0.48677	-0.98108
-0.48634	-0.97926
-0.48592	-0.97986
-0.48549	-0.98103
-0.48506	-0.98364
-0.48464	-0.98293
-0.48421	-0.98137
-0.48378	-0.98342
-0.48336	-0.98204
-0.48293	-0.98323
-0.48251	-0.98363
-0.48208	-0.98295
-0.48165	-0.98235
-0.48123	-0.98374
-0.48080	-0.98296
-0.48038	-0.98526
-0.47995	-0.98289
-0.47952	-0.98408
-0.47910	-0.98341
-0.47867	-0.98247
-0.47824	-0.98418
-0.47782	-0.98511
-0.47739	-0.98505
-0.47697	-0.98456
-0.47654	-0.98533
-0.47611	-0.98435
-0.47569	-0.97869
-0.47526	-0.97930
-0.47484	-0.97953
-0.47441	-0.98131
-0.47399	-0.98088
-0.47356	-0.98106
-0.47313	-0.98208
-0.47271	-0.98141
-0.47228	-0.98124
-0.47186	-0.98093
-0.47143	-0.98140
-0.47100	-0.98027
-0.47058	-0.98239
-0.47015	-0.98313
-0.46972	-0.98267
-0.46930	-0.98080
-0.46887	-0.98352
-0.46845	-0.98297
-0.46802	-0.98440
-0.46759	-0.98189
-0.46717	-0.98287
-0.46674	-0.98393
-0.46631	-0.98361
-0.46589	-0.98403
-0.46546	-0.98450
-0.46504	-0.98349
-0.46461	-0.98438
-0.46418	-0.98497
-0.46376	-0.98601
-0.46333	-0.98541
-0.46291	-0.98548
-0.46248	-0.98480
-0.46205	-0.98494
-0.46163	-0.98066
-0.46120	-0.98010
-0.46078	-0.98203
-0.46035	-0.97908
-0.45993	-0.98066
-0.45950	-0.97982
-0.45907	-0.98106
-0.45865	-0.98163
-0.45822	-0.97985
-0.45779	-0.98057
-0.45737	-0.98070
-0.45694	-0.98211
-0.45652	-0.98269
-0.45609	-0.98141
-0.45567	-0.97960
-0.45524	-0.98201
-0.45481	-0.98188
-0.45439	-0.98291
-0.45396	-0.98198
-0.45353	-0.98321
-0.45311	-0.98203
-0.45268	-0.98304
-0.45225	-0.98199
-0.45183	-0.98304
-0.45140	-0.98399
-0.45098	-0.98256
-0.45055	-0.98188
-0.45012	-0.98199
-0.44970	-0.98289
-0.44927	-0.98386
-0.44884	-0.98327
-0.44842	-0.98332
-0.44799	-0.98387
-0.44757	-0.97661
-0.44715	-0.97791
-0.44672	-0.97881
-0.44629	-0.97843
-0.44587	-0.98011
-0.44544	-0.97748
-0.44501	-0.97882
-0.44459	-0.98002
-0.44416	-0.97987
-0.44373	-0.97780
-0.44331	-0.97796
-0.44288	-0.97961
-0.44246	-0.97884
-0.44203	-0.98056
-0.44160	-0.98002
-0.44118	-0.98045
-0.44075	-0.98037
-0.44032	-0.98001
-0.43990	-0.98153
-0.43947	-0.98173
-0.43905	-0.98016
-0.43862	-0.98236
-0.43820	-0.98222
-0.43777	-0.98138
-0.43734	-0.98201
-0.43692	-0.98282
-0.43649	-0.98218
-0.43606	-0.98287
-0.43564	-0.98345
-0.43521	-0.98165
-0.43478	-0.98393
-0.43436	-0.98440
-0.43394	-0.98046
-0.43351	-0.97690
-0.43308	-0.97726
-0.43266	-0.97782
-0.43223	-0.97704
-0.43180	-0.97705
-0.43138	-0.97892
-0.43095	-0.97873
-0.43053	-0.97891
-0.43010	-0.97810
-0.42968	-0.97920
-0.42925	-0.97917
-0.42882	-0.97750
-0.42840	-0.98086
-0.42797	-0.97917
-0.42754	-0.97872
-0.42712	-0.97882
-0.42669	-0.97814
-0.42627	-0.98060
-0.42584	-0.98046
-0.42541	-0.98004
-0.42499	-0.98149
-0.42456	-0.98055
-0.42413	-0.97981
-0.42371	-0.98025
-0.42328	-0.98162
-0.42285	-0.98096
-0.42243	-0.98086
-0.42200	-0.98109
-0.42158	-0.98005
-0.42115	-0.98270
-0.42073	-0.98112
-0.42030	-0.98284
-0.41988	-0.97749
-0.41945	-0.97753
-0.41902	-0.98015
-0.41860	-0.97784
-0.41817	-0.97808
-0.41775	-0.97983
-0.41732	-0.97906
-0.41689	-0.97974
-0.41647	-0.97940
-0.41604	-0.97849
-0.41561	-0.97953
-0.41519	-0.97917
-0.41476	-0.97959
-0.41434	-0.97732
-0.41391	-0.97918
-0.41348	-0.98053
-0.41306	-0.97939
-0.41263	-0.97717
-0.41221	-0.98117
-0.41178	-0.97953
-0.41135	-0.98158
-0.41093	-0.98013
-0.41050	-0.98031
-0.41007	-0.98087
-0.40965	-0.98144
-0.40922	-0.98068
-0.40880	-0.98173
-0.40837	-0.98149
-0.40794	-0.98237
-0.40752	-0.98133
-0.40709	-0.98238
-0.40666	-0.98183
-0.40624	-0.98006
-0.40582	-0.97570
-0.40539	-0.97651
-0.40496	-0.97539
-0.40454	-0.97717
-0.40411	-0.97462
-0.40369	-0.97667
-0.40326	-0.97572
-0.40283	-0.97594
-0.40241	-0.97557
-0.40198	-0.97520
-0.40155	-0.97643
-0.40113	-0.97753
-0.40070	-0.97672
-0.40028	-0.97840
-0.39985	-0.97853
-0.39942	-0.97880
-0.39900	-0.97800
-0.39857	-0.97799
-0.39814	-0.97751
-0.39772	-0.97890
-0.39729	-0.97726
-0.39687	-0.97801
-0.39644	-0.97910
-0.39601	-0.97601
-0.39559	-0.97873
-0.39516	-0.97700
-0.39474	-0.97746
-0.39431	-0.97937
-0.39388	-0.97914
-0.39346	-0.97927
-0.39303	-0.97950
-0.39260	-0.97855
-0.39218	-0.98067
-0.39176	-0.97533
-0.39133	-0.97606
-0.39090	-0.97517
-0.39048	-0.97509
-0.39005	-0.97530
-0.38962	-0.97515
-0.38920	-0.97538
-0.38877	-0.97482
-0.38835	-0.97653
-0.38792	-0.97622
-0.38749	-0.97609
-0.38707	-0.97615
-0.38664	-0.97503
-0.38622	-0.97775
-0.38579	-0.97570
-0.38536	-0.97600
-0.38494	-0.97743
-0.38451	-0.97740
-0.38408	-0.97727
-0.38366	-0.97804
-0.38323	-0.97887
-0.38281	-0.97680
-0.38238	-0.97739
-0.38195	-0.97774
-0.38153	-0.97792
-0.38110	-0.97974
-0.38067	-0.97811
-0.38025	-0.97929
-0.37982	-0.97820
-0.37940	-0.97804
-0.37897	-0.97877
-0.37854	-0.98080
-0.37812	-0.97893
-0.37770	-0.97394
-0.37727	-0.97531
-0.37684	-0.97442
-0.37642	-0.97433
-0.37599	-0.97358
-0.37556	-0.97270
-0.37514	-0.97526
-0.37471	-0.97607
-0.37429	-0.97486
-0.37386	-0.97422
-0.37343	-0.97495
-0.37301	-0.97518
-0.37258	-0.97583
-0.37215	-0.97524
-0.37173	-0.97578
-0.37130	-0.97613
-0.37088	-0.97738
-0.37045	-0.97456
-0.37002	-0.97453
-0.36960	-0.97565
-0.36917	-0.97537
-0.36875	-0.97730
-0.36832	-0.97727
-0.36789	-0.97722
-0.36747	-0.97453
-0.36704	-0.97799
-0.36661	-0.97704
-0.36619	-0.97594
-0.36576	-0.97589
-0.36534	-0.97752
-0.36491	-0.97737
-0.36448	-0.97844
-0.36406	-0.97973
-0.36363	-0.97314
-0.36321	-0.97196
-0.36278	-0.97371
-0.36236	-0.97327
-0.36193	-0.97333
-0.36150	-0.97322
-0.36108	-0.97371
-0.36065	-0.97398
-0.36023	-0.97417
-0.35980	-0.97488
-0.35937	-0.97505
-0.35895	-0.97649
-0.35852	-0.97363
-0.35809	-0.97300
-0.35767	-0.97603
-0.35724	-0.97436
-0.35682	-0.97500
-0.35639	-0.97445
-0.35596	-0.97476
-0.35554	-0.97582
-0.35511	-0.97458
-0.35468	-0.97763
-0.35426	-0.97498
-0.35383	-0.97703
-0.35341	-0.97598
-0.35298	-0.97619
-0.35255	-0.97496
-0.35213	-0.97441
-0.35170	-0.97561
-0.35128	-0.97507
-0.35085	-0.97527
-0.35042	-0.97584
-0.35000	-0.97648
-0.34958	-0.97243
-0.34915	-0.97226
-0.34872	-0.97196
-0.34830	-0.97176
-0.34787	-0.97200
-0.34744	-0.97200
-0.34702	-0.97346
-0.34659	-0.97106
-0.34616	-0.97328
-0.34574	-0.97267
-0.34531	-0.97245
-0.34489	-0.97214
-0.34446	-0.97112
-0.34403	-0.97306
-0.34361	-0.97167
-0.34318	-0.97307
-0.34276	-0.97221
-0.34233	-0.97229
-0.34190	-0.97432
-0.34148	-0.97453
-0.34105	-0.97348
-0.34062	-0.97495
-0.34020	-0.97430
-0.33977	-0.97542
-0.33935	-0.97462
-0.33892	-0.97351
