#A	0.001 T/s
0.30268	0.86956
0.30353	0.87211
0.30438	0.87231
0.30523	0.87341
0.30609	0.87584
0.30694	0.87670
0.30779	0.87748
0.30864	0.87541
0.30949	0.87713
0.31034	0.87646
0.31120	0.88164
0.31205	0.88144
0.31290	0.88372
0.31375	0.88379
0.31461	0.88626
0.31546	0.88585
0.31631	0.88674
0.31716	0.89024
0.31802	0.88957
0.31887	0.89249
0.31972	0.89261
0.32057	0.89312
0.32143	0.89357
0.32228	0.89592
0.32313	0.89279
0.32398	0.89421
0.32483	0.89372
0.32568	0.89578
0.32654	0.89521
0.32739	0.89766
0.32824	0.90010
0.32909	0.89972
0.32995	0.90106
0.33080	0.90259
0.33165	0.90362
0.33250	0.90468
0.33336	0.90454
0.33421	0.90640
0.33506	0.90756
0.33591	0.90722
0.33676	0.90484
0.33761	0.90803
0.33847	0.90842
0.33932	0.90807
0.34017	0.90758
0.34102	0.90917
0.34188	0.91108
0.34273	0.91289
0.34358	0.91455
0.34443	0.91494
0.34529	0.91500
0.34614	0.91589
0.34699	0.91645
0.34784	0.91797
0.34870	0.91940
0.34955	0.91987
0.35040	0.92127
0.35125	0.91735
0.35210	0.92019
0.35295	0.91893
0.35381	0.92039
0.35466	0.92257
0.35551	0.92254
0.35636	0.92344
0.35722	0.92491
0.35807	0.92524
0.35892	0.92461
0.35977	0.92493
0.36063	0.92773
0.36148	0.92687
0.36233	0.92820
0.36318	0.92840
0.36403	0.93009
0.36488	0.92581
0.36574	0.92578
0.36659	0.92673
0.36744	0.92974
0.36829	0.93075
0.36915	0.93333
0.37000	0.93344
0.37085	0.93403
0.37170	0.93486
0.37256	0.93549
0.37341	0.93730
0.37426	0.93613
0.37511	0.93735
0.37597	0.93567
0.37682	0.93934
0.37767	0.94077
0.37852	0.93690
0.37937	0.93817
0.38022	0.93725
0.38108	0.93738
0.38193	0.93801
0.38278	0.93944
0.38363	0.94210
0.38449	0.94092
0.38534	0.93903
0.38619	0.94076
0.38704	0.94022
0.38789	0.94118
0.38875	0.94305
0.38960	0.94383
0.39045	0.94445
0.39131	0.94719
0.39216	0.94921
0.39301	0.94279
0.39386	0.94232
0.39471	0.94206
0.39556	0.94289
0.39642	0.94492
0.39727	0.94625
0.39812	0.94520
0.39897	0.94580
0.39983	0.94527
0.40068	0.94629
0.40153	0.94714
0.40238	0.94640
0.40323	0.95101
0.40409	0.95025
0.40494	0.95198
0.40579	0.95177
0.40664	0.94817
0.40749	0.94935
0.40835	0.94944
0.40920	0.95013
0.41005	0.95107
0.41090	0.95229
0.41176	0.95288
0.41261	0.95405
0.41346	0.95280
0.41431	0.95298
0.41517	0.95483
0.41602	0.95398
0.41687	0.95518
0.41772	0.95463
0.41857	0.95758
0.41943	0.95593
0.42028	0.95623
0.42113	0.95231
0.42198	0.95399
0.42283	0.95322
0.42369	0.95269
0.42454	0.95648
0.42539	0.95619
0.42624	0.95635
0.42710	0.95773
0.42795	0.95745
0.42880	0.95881
0.42965	0.95858
0.43050	0.95611
0.43136	0.96008
0.43221	0.95959
0.43306	0.95935
0.43391	0.96159
0.43476	0.95705
0.43562	0.95467
0.43647	0.95808
0.43732	0.95523
0.43817	0.95811
0.43903	0.95817
0.43988	0.96032
0.44073	0.95965
0.44158	0.96208
0.44244	0.96249
0.44329	0.96087
0.44414	0.96392
0.44499	0.96392
0.44584	0.96383
0.44670	0.96114
0.44755	0.96254
0.44840	0.96440
0.44925	0.95856
0.45010	0.95821
0.45096	0.95976
0.45181	0.95902
0.45266	0.95952
0.45351	0.96103
0.45437	0.96220
0.45522	0.96473
0.45607	0.96256
0.45692	0.96338
0.45778	0.96226
0.45863	0.96520
0.45948	0.96490
0.46033	0.96637
0.46118	0.96668
0.46204	0.96591
0.46289	0.96219
0.46374	0.96200
0.46459	0.96358
0.46544	0.96293
0.46630	0.96412
0.46715	0.96464
0.46800	0.96496
0.46885	0.96880
0.46970	0.96777
0.47056	0.96829
0.47141	0.96896
0.47226	0.96785
0.47312	0.96861
0.47397	0.96890
0.47482	0.97102
0.47567	0.97023
0.47652	0.96713
0.47737	0.96667
0.47823	0.96397
0.47908	0.96510
0.47993	0.96592
0.48078	0.96589
0.48163	0.96717
0.48249	0.96739
0.48334	0.96813
0.48419	0.96822
0.48504	0.96651
0.48590	0.96797
0.48675	0.96946
0.48760	0.96944
0.48845	0.97094
0.48931	0.97038
0.49016	0.97205
0.49101	0.96616
0.49186	0.96758
0.49271	0.96654
0.49357	0.96768
0.49442	0.96759
0.49527	0.96489
0.49612	0.96824
0.49697	0.96790
0.49783	0.96731
0.49868	0.96787
0.49953	0.97024
0.50038	0.96821
0.50124	0.97086
0.50209	0.97019
0.50294	0.97023
0.50379	0.97288
0.50464	0.96519
0.50549	0.96635
0.50635	0.96796
0.50720	0.96884
0.50805	0.96739
0.50891	0.96615
0.50976	0.96764
0.51061	0.96982
0.51146	0.96878
0.51231	0.96973
0.51317	0.97133
0.51402	0.97085
0.51487	0.97210
0.51572	0.97471
0.51658	0.97575
0.51743	0.97407
0.51828	0.97357
0.51913	0.96622
0.51998	0.96971
0.52083	0.96977
0.52169	0.97176
0.52254	0.97048
0.52339	0.97094
0.52424	0.97303
0.52510	0.97460
0.52595	0.97330
0.52680	0.97332
0.52765	0.97485
0.52851	0.97385
0.52936	0.97564
0.53021	0.97570
0.53106	0.97425
0.53192	0.97474
0.53277	0.96665
0.53362	0.96961
0.53447	0.97099
0.53532	0.97063
0.53617	0.97207
0.53703	0.97274
0.53788	0.97127
0.53873	0.97113
0.53958	0.97317
0.54044	0.97393
0.54129	0.97332
0.54214	0.97422
0.54299	0.97452
0.54385	0.97422
0.54470	0.97731
0.54555	0.97551
0.54640	0.97432
0.54725	0.96973
0.54810	0.96974
0.54896	0.96761
0.54981	0.97070
0.55066	0.96991
0.55151	0.96918
0.55237	0.97067
0.55322	0.97087
0.55407	0.97080
0.55492	0.97178
0.55578	0.97274
0.55663	0.97435
0.55748	0.97577
0.55833	0.97405
0.55919	0.97435
0.56004	0.97623
0.56089	0.96846
0.56174	0.96800
0.56259	0.97123
0.56344	0.96976
0.56430	0.97062
0.56515	0.97089
0.56600	0.97391
0.56685	0.97389
0.56771	0.97351
0.56856	0.97507
0.56941	0.97547
0.57026	0.97551
0.57112	0.97720
0.57197	0.97743
0.57282	0.97759
0.57367	0.97840
0.57452	0.97622
0.57538	0.97199
0.57623	0.97264
0.57708	0.97264
0.57793	0.97453
0.57878	0.97573
0.57964	0.97516
0.58049	0.97430
0.58134	0.97487
0.58219	0.97745
0.58305	0.97626
0.58390	0.97813
0.58475	0.97736
0.58560	0.97844
0.58646	0.97873
0.58731	0.97904
0.58816	0.98011
0.58901	0.97181
0.58986	0.97308
0.59071	0.97166
0.59157	0.97198
0.59242	0.97262
0.59327	0.97430
0.59412	0.97176
0.59498	0.97385
0.59583	0.97447
0.59668	0.97303
0.59753	0.97534
0.59839	0.97387
0.59924	0.97670
0.60009	0.97725
0.60094	0.97614
0.60180	0.97995
0.60264	0.97130
0.60350	0.97278
0.60435	0.97330
0.60520	0.97197
0.60606	0.97353
0.60691	0.97328
0.60776	0.97410
0.60861	0.97258
0.60946	0.97804
0.61032	0.97707
0.61117	0.97679
0.61202	0.97661
0.61287	0.97692
0.61373	0.97867
0.61458	0.97798
0.61543	0.97780
0.61628	0.97887
0.61713	0.97131
0.61798	0.97203
0.61884	0.97308
0.61969	0.97366
0.62054	0.97323
0.62139	0.97550
0.62225	0.97649
0.62310	0.97669
0.62395	0.97717
0.62480	0.97783
0.62566	0.97742
0.62651	0.97772
0.62736	0.97852
0.62821	0.98158
0.62906	0.98071
0.62992	0.98072
0.63077	0.97431
0.63162	0.97452
0.63247	0.97331
0.63332	0.97726
0.63418	0.97503
0.63503	0.97746
0.63588	0.97659
0.63673	0.97848
0.63759	0.97745
0.63844	0.97829
0.63929	0.98173
0.64014	0.97901
0.64100	0.98097
0.64185	0.98218
0.64270	0.98136
0.64355	0.98315
0.64440	0.98399
0.64525	0.97549
0.64611	0.97547
0.64696	0.97569
0.64781	0.97680
0.64866	0.97785
0.64952	0.97816
0.65037	0.97731
0.65122	0.98001
0.65207	0.97965
0.65293	0.97838
0.65378	0.98018
0.65463	0.97939
0.65548	0.98065
0.65634	0.98240
0.65719	0.97965
0.65804	0.98070
0.65889	0.97176
0.65974	0.97451
0.66059	0.97327
0.66145	0.97321
0.66230	0.97696
0.66315	0.97760
0.66400	0.97796
0.66486	0.97743
0.66571	0.97731
0.66656	0.97926
0.66741	0.97935
0.66827	0.97980
0.66912	0.98187
0.66997	0.97907
0.67082	0.97981
0.67168	0.98216
0.67252	0.97789
0.67338	0.97298
0.67423	0.97396
0.67508	0.97513
0.67593	0.97541
0.67679	0.97637
0.67764	0.97409
0.67849	0.97682
0.67934	0.97619
0.68019	0.97919
0.68105	0.97844
0.68190	0.97990
0.68275	0.98051
0.68361	0.98068
0.68446	0.98147
0.68531	0.98313
0.68616	0.98342
0.68701	0.97488
0.68786	0.97566
0.68872	0.97708
0.68957	0.97789
0.69042	0.97935
0.69127	0.98001
0.69213	0.98087
0.69298	0.97974
0.69383	0.98157
0.69468	0.98171
0.69553	0.98174
0.69639	0.98246
0.69724	0.98294
0.69809	0.98261
0.69894	0.98329
0.69980	0.98620
0.70065	0.97673
0.70150	0.97630
0.70235	0.97549
0.70320	0.97675
0.70406	0.97936
0.70491	0.97771
0.70576	0.97928
0.70661	0.97957
0.70747	0.97755
0.70832	0.97889
0.70917	0.98100
0.71002	0.98152
0.71087	0.98242
0.71173	0.98239
0.71258	0.98401
0.71343	0.98401
0.71428	0.98561
0.71513	0.97682
0.71599	0.97583
0.71684	0.97706
0.71769	0.97849
0.71854	0.97846
0.71940	0.97916
0.72025	0.98007
0.72110	0.97975
0.72195	0.98077
0.72281	0.98198
0.72366	0.97983
0.72451	0.98085
0.72536	0.98240
0.72621	0.98358
0.72707	0.98417
0.72792	0.98407
0.72877	0.97578
0.72962	0.97702
0.73047	0.97941
0.73132	0.97652
0.73218	0.97786
0.73303	0.97843
0.73388	0.97858
0.73473	0.97833
0.73559	0.98067
0.73644	0.98169
0.73729	0.98243
0.73815	0.98198
0.73900	0.98261
0.73985	0.98518
0.74070	0.98363
0.74155	0.98574
0.74241	0.98672
0.74326	0.97814
0.74411	0.97745
0.74496	0.97754
0.74581	0.97788
0.74666	0.97966
0.74752	0.97830
0.74837	0.98052
0.74922	0.97924
0.75007	0.98243
0.75093	0.98366
0.75178	0.98367
0.75263	0.98529
0.75348	0.98569
0.75434	0.98493
0.75519	0.98627
0.75604	0.98682
0.75689	0.97829
0.75774	0.97662
0.75860	0.97932
0.75945	0.97939
0.76030	0.98025
0.76115	0.98138
0.76200	0.98073
0.76286	0.98197
0.76371	0.98137
0.76456	0.98365
0.76542	0.98385
0.76627	0.98403
0.76712	0.98591
0.76797	0.98494
0.76882	0.98622
0.76968	0.98711
0.77053	0.98411
0.77138	0.97771
0.77223	0.97928
0.77308	0.97911
0.77394	0.97951
0.77479	0.97986
0.77564	0.98198
0.77649	0.98303
0.77734	0.98251
0.77820	0.98196
0.77905	0.98352
0.77990	0.98444
0.78076	0.98591
0.78161	0.98612
0.78246	0.98594
0.78331	0.98540
0.78416	0.98694
0.78501	0.97627
0.78587	0.97811
0.78672	0.97956
0.78757	0.98009
0.78842	0.98157
0.78928	0.98160
0.79013	0.98279
0.79098	0.98236
0.79183	0.98355
0.79268	0.98478
0.79354	0.98553
0.79439	0.98483
0.79524	0.98387
0.79610	0.98649
0.79695	0.98794
0.79780	0.98830
0.79865	0.97928
0.79950	0.98263
0.80035	0.98235
0.80121	0.98302
0.80206	0.98191
0.80291	0.98407
0.80376	0.98293
0.80461	0.98437
0.80547	0.98566
0.80632	0.98556
0.80717	0.98270
0.80802	0.98357
0.80888	0.98670
0.80973	0.98761
0.81058	0.98824
0.81143	0.98950
0.81229	0.98763
0.81314	0.97974
0.81399	0.97953
0.81484	0.98097
0.81569	0.98159
0.81655	0.98135
0.81740	0.98387
0.81825	0.98293
0.81910	0.98299
0.81995	0.98390
0.82081	0.98704
0.82166	0.98580
0.82251	0.98791
0.82336	0.98910
0.82422	0.98872
0.82507	0.98879
0.82592	0.98990
0.82677	0.97797
0.82762	0.98030
0.82848	0.98090
0.82933	0.98116
0.83018	0.98162
0.83103	0.98293
0.83189	0.98195
0.83274	0.98364
0.83359	0.98488
0.83444	0.98503
0.83529	0.98349
0.83615	0.98597
0.83700	0.98712
0.83785	0.98716
0.83870	0.98738
0.83956	0.98792
0.84041	0.98939
0.84126	0.98048
0.84211	0.98139
0.84296	0.98224
0.84381	0.98307
0.84467	0.98313
0.84552	0.98356
0.84637	0.98209
0.84723	0.98419
0.84808	0.98321
0.84893	0.98312
0.84978	0.98561
0.85063	0.98620
0.85149	0.98612
0.85234	0.98769
0.85319	0.98807
0.85404	0.98858
0.85489	0.97944
0.85575	0.98112
0.85660	0.98164
0.85745	0.98208
0.85830	0.98230
0.85915	0.98407
0.86001	0.98517
0.86086	0.98556
0.86171	0.98616
0.86257	0.98748
0.86342	0.98866
0.86427	0.98875
0.86512	0.98884
0.86597	0.99090
0.86683	0.99165
0.86768	0.99022
0.86853	0.98919
0.86938	0.97988
0.87023	0.98140
0.87108	0.98123
0.87194	0.98347
0.87279	0.98308
0.87364	0.98390
0.87449	0.98494
0.87535	0.98532
0.87620	0.98672
0.87705	0.98736
0.87791	0.98839
0.87876	0.98833
0.87961	0.98893
0.88046	0.98932
0.88131	0.98875
0.88217	0.99449
0.88302	0.98288
0.88387	0.98330
0.88472	0.98478
0.88557	0.98571
0.88642	0.98326
0.88728	0.98621
0.88813	0.98642
0.88898	0.98523
0.88983	0.98652
0.89069	0.98779
0.89154	0.98940
0.89239	0.98973
0.89324	0.98916
0.89410	0.99165
0.89495	0.99091
0.89580	0.99281
0.89665	0.98362
0.89750	0.98464
0.89836	0.98583
0.89921	0.98544
0.90006	0.98615
0.90091	0.98680
0.90176	0.98724
0.90262	0.98767
0.90347	0.98928
0.90432	0.98912
0.90517	0.98996
0.90603	0.98823
0.90688	0.99283
0.90773	0.99440
0.90858	0.99412
0.90944	0.99486
0.91029	0.99623
0.91114	0.98376
0.91199	0.98452
0.91284	0.98516
0.91370	0.98531
0.91455	0.98581
0.91540	0.98720
0.91625	0.98820
0.91710	0.99076
0.91796	0.99081
0.91881	0.99135
0.91966	0.99016
0.92051	0.99122
0.92137	0.99214
0.92222	0.99258
0.92307	0.99235
0.92392	0.99348
0.92477	0.98415
0.92562	0.98392
0.92648	0.98565
0.92733	0.98524
0.92818	0.98643
0.92903	0.98677
0.92989	0.98790
0.93074	0.98815
0.93159	0.98748
0.93244	0.98924
0.93330	0.98963
0.93415	0.99154
0.93500	0.99203
0.93585	0.99266
0.93670	0.99158
0.93756	0.99343
0.93841	0.99385
0.93926	0.98398
0.94011	0.98458
0.94096	0.98591
0.94182	0.98458
0.94267	0.98463
0.94352	0.98643
0.94437	0.98738
0.94523	0.98825
0.94608	0.98720
0.94693	0.98901
0.94778	0.98957
0.94864	0.99132
0.94949	0.99248
0.95034	0.99168
0.95119	0.99335
0.95204	0.99534
0.95289	0.98318
0.95375	0.98350
0.95460	0.98496
0.95545	0.98739
0.95630	0.98667
0.95716	0.98849
0.95801	0.98866
0.95886	0.98919
0.95971	0.98890
0.96057	0.98977
0.96142	0.99136
0.96227	0.99262
0.96312	0.99231
0.96398	0.99371
0.96483	0.99651
0.96568	0.99432
0.96653	0.99622
0.96738	0.98438
0.96823	0.98439
0.96909	0.98475
0.96994	0.98592
0.97079	0.98700
0.97164	0.98901
0.97250	0.98941
0.97335	0.98970
0.97420	0.98881
0.97505	0.99166
0.97591	0.99182
0.97676	0.99295
0.97761	0.99555
0.97846	0.99277
0.97932	0.99417
0.98017	0.99648
0.98102	0.98343
0.98187	0.98447
0.98272	0.98584
0.98357	0.98635
0.98443	0.98673
0.98528	0.98857
0.98613	0.98930
0.98698	0.99083
0.98783	0.98909
0.98869	0.99091
0.98954	0.99138
0.99039	0.99202
0.99124	0.99222
0.99210	0.99370
0.99295	0.99524
0.99380	0.99433
0.99465	0.98471
0.99550	0.98430
0.99636	0.98582
0.99721	0.98662
0.99806	0.98530
0.99891	0.98771
0.99977	0.98584
1.0006	0.98798
1.0015	0.98912
1.0023	0.99011
1.0032	0.99188
1.0040	0.99323
1.0049	0.99404
1.0057	0.99277
1.0066	0.99498
1.0074	0.99531
1.0083	0.99688
1.0091	0.98400
1.0100	0.98690
1.0108	0.98631
1.0117	0.98704
1.0125	0.98716
1.0134	0.98762
1.0143	0.99087
1.0151	0.99039
1.0160	0.99223
1.0168	0.99255
1.0177	0.99262
1.0185	0.99249
1.0194	0.99416
1.0202	0.99580
1.0211	0.99804
1.0219	0.99716
1.0228	0.98638
1.0236	0.98896
1.0245	0.99011
1.0253	0.98919
1.0262	0.98987
1.0270	0.99128
1.0279	0.99124
1.0287	0.99278
1.0296	0.99278
1.0304	0.99363
1.0313	0.99409
1.0321	0.99497
1.0330	0.99663
1.0339	0.99762
1.0347	0.99638
1.0356	0.99815
1.0364	1.0005
1.0373	0.98652
1.0381	0.98779
1.0390	0.98977
1.0398	0.98953
1.0407	0.99087
1.0415	0.98891
1.0424	0.98935
1.0432	0.98981
1.0441	0.98993
1.0449	0.99130
1.0458	0.99481
1.0466	0.99302
1.0475	0.99497
1.0483	0.99496
1.0492	0.99793
1.0500	0.99851
1.0509	0.98529
1.0517	0.98566
1.0526	0.98777
1.0535	0.98738
1.0543	0.98696
1.0552	0.98823
1.0560	0.99009
1.0569	0.99062
1.0577	0.99304
1.0586	0.99217
1.0594	0.99400
1.0603	0.99534
1.0611	0.99439
1.0620	0.99543
1.0628	0.99750
1.0637	0.99810
1.0645	0.99982
1.0654	0.98756
1.0662	0.98701
1.0671	0.98725
1.0679	0.98912
1.0688	0.99064
1.0696	0.99066
1.0705	0.99245
1.0713	0.99232
1.0722	0.99310
1.0731	0.99482
1.0739	0.99570
1.0748	0.99637
1.0756	0.99658
1.0765	0.99720
1.0773	0.99967
1.0782	1.0001
1.0790	0.98788
1.0799	0.98752
1.0807	0.98879
1.0816	0.99107
1.0824	0.98935
1.0833	0.99321
1.0841	0.99262
1.0850	0.99425
1.0858	0.99373
1.0867	0.99457
1.0875	0.99513
1.0884	0.99650
1.0892	0.99687
1.0901	0.99857
1.0910	1.0003
1.0918	1.0010
1.0927	0.98810
1.0935	0.98855
1.0944	0.99009
1.0952	0.98994
1.0961	0.99067
1.0969	0.99034
1.0978	0.99143
1.0986	0.99184
1.0995	0.99405
1.1003	0.99452
1.1012	0.99551
1.1020	0.99564
1.1029	0.99848
1.1037	0.99745
1.1046	0.99948
1.1054	0.99849
1.1063	1.0005
1.1071	0.98729
1.1080	0.98882
1.1088	0.98938
1.1097	0.99004
1.1105	0.99324
1.1114	0.99268
1.1123	0.99418
1.1131	0.99398
1.1140	0.99428
1.1148	0.99492
1.1157	0.99638
1.1165	0.99561
1.1174	0.99852
1.1182	0.99895
1.1191	0.99953
1.1199	0.99823
1.1208	0.98593
1.1216	0.98723
1.1225	0.98823
1.1233	0.98887
1.1242	0.98947
1.1250	0.99076
1.1259	0.99099
1.1267	0.99361
1.1276	0.99586
1.1284	0.99651
1.1293	0.99739
1.1301	0.99969
1.1310	0.99816
1.1319	1.0008
1.1327	0.99959
1.1336	1.0022
1.1344	1.0018
1.1353	0.99023
1.1361	0.99026
1.1370	0.99225
1.1378	0.99172
1.1387	0.99378
1.1395	0.99139
1.1404	0.99345
1.1412	0.99471
1.1421	0.99497
1.1429	0.99513
1.1438	0.99564
1.1446	0.99739
1.1455	0.99799
1.1463	1.0010
1.1472	1.0004
1.1480	1.0024
1.1489	0.98762
1.1497	0.98734
1.1506	0.98778
1.1514	0.99006
1.1523	0.98862
1.1532	0.98954
1.1540	0.99087
1.1549	0.99333
1.1557	0.99377
1.1566	0.99299
1.1574	0.99564
1.1583	0.99566
1.1591	0.99702
1.1600	0.99776
1.1608	0.99887
1.1617	0.99855
1.1625	0.99971
1.1634	0.98834
1.1642	0.98976
1.1651	0.98929
1.1659	0.99192
1.1668	0.99130
1.1676	0.99252
1.1685	0.99368
1.1693	0.99473
1.1702	0.99634
1.1711	0.99438
1.1719	0.99741
1.1728	0.99710
1.1736	0.99859
1.1745	0.99976
1.1753	1.0002
1.1762	1.0025
1.1770	0.98828
1.1779	0.99048
1.1787	0.99192
1.1796	0.99298
1.1804	0.99296
1.1813	0.99478
1.1821	0.99585
1.1830	0.99617
1.1838	0.99632
1.1847	0.99868
1.1855	0.99796
1.1864	0.99992
1.1872	0.99923
1.1881	1.0005
1.1889	1.0024
1.1898	1.0034
1.1907	0.98901
1.1915	0.98943
1.1924	0.99215
1.1932	0.99161
1.1941	0.99199
1.1949	0.99298
1.1958	0.99427
1.1966	0.99467
1.1975	0.99400
1.1983	0.99458
1.1992	0.99592
1.2000	0.99699
1.2009	0.99756
1.2017	0.99952
1.2026	1.0011
1.2034	0.99995
1.2043	1.0020
1.2051	0.98856
1.2060	0.98785
1.2068	0.98880
1.2077	0.98951
1.2085	0.98921
1.2094	0.99087
1.2103	0.99245
1.2111	0.99450
1.2120	0.99697
1.2128	0.99620
1.2137	0.99707
1.2145	0.99859
1.2154	1.0007
1.2162	1.0013
1.2171	1.0024
1.2179	1.0021
1.2188	0.98664
1.2196	0.98954
1.2205	0.99009
1.2213	0.98852
1.2222	0.99007
1.2230	0.99240
1.2239	0.99437
1.2247	0.99661
1.2256	0.99553
1.2264	0.99490
1.2273	0.99561
1.2281	0.99649
1.2290	0.99835
1.2299	0.99910
1.2307	1.0008
1.2316	1.0006
1.2324	1.0023
1.2333	0.98932
1.2341	0.99059
1.2350	0.99259
1.2358	0.99548
1.2367	0.99518
1.2375	0.99596
1.2384	0.99679
1.2392	0.99919
1.2401	0.99973
1.2409	0.99835
1.2418	0.99960
1.2426	1.0007
1.2435	0.99958
1.2443	1.0027
1.2452	1.0040
1.2460	1.0037
1.2469	0.98997
1.2477	0.98970
1.2486	0.99208
1.2495	0.99146
1.2503	0.99325
1.2512	0.99298
1.2520	0.99513
1.2529	0.99559
1.2537	0.99414
1.2546	0.99698
1.2554	0.99636
1.2563	0.99617
1.2571	0.99929
1.2580	0.99894
1.2588	0.99844
1.2597	1.0028
1.2605	1.0038
1.2614	0.98955
1.2622	0.99075
1.2631	0.99007
1.2639	0.99227
1.2648	0.99178
1.2656	0.99399
1.2665	0.99398
1.2673	0.99563
1.2682	0.99755
1.2691	0.99651
1.2699	0.99863
1.2708	1.0005
1.2716	1.0019
1.2725	1.0024
1.2733	1.0038
1.2742	1.0060
1.2750	0.99182
1.2759	0.98809
1.2767	0.99080
1.2776	0.99050
1.2784	0.99071
1.2793	0.99504
1.2801	0.99578
1.2810	0.99830
1.2818	0.99854
1.2827	0.99927
1.2835	1.0009
1.2844	1.0020
1.2852	1.0018
1.2861	1.0023
1.2870	1.0040
1.2878	1.0059
1.2887	0.99203
1.2895	0.99076
1.2904	0.99315
1.2912	0.99491
1.2921	0.99367
1.2929	0.99848
1.2938	0.99787
1.2946	0.99944
1.2955	0.99826
1.2963	1.0002
1.2972	1.0017
1.2980	1.0021
1.2989	1.0028
1.2997	1.0040
1.3006	1.0039
1.3014	1.0045
1.3023	1.0051
1.3031	0.99046
1.3040	0.99279
1.3048	0.99335
1.3057	0.99368
1.3065	0.99402
1.3074	0.99510
1.3083	0.99685
1.3091	0.99845
1.3100	1.0003
1.3108	0.99872
1.3117	1.0004
1.3125	1.0013
1.3134	1.0027
1.3142	1.0036
1.3151	1.0032
1.3159	1.0046
1.3168	0.99050
1.3176	0.99010
1.3185	0.99169
1.3193	0.99070
1.3202	0.99240
1.3210	0.99368
1.3219	0.99250
1.3227	0.99586
1.3236	0.99642
1.3244	0.99777
1.3253	0.99955
1.3261	0.99889
1.3270	1.0025
1.3279	1.0016
1.3287	1.0026
1.3296	1.0041
1.3304	1.0046
1.3313	0.99027
1.3321	0.99196
1.3330	0.99347
1.3338	0.99443
1.3347	0.99659
1.3355	0.99708
1.3364	0.99769
1.3372	0.99937
1.3381	0.99955
1.3389	1.0004
1.3398	1.0024
1.3406	1.0026
1.3415	1.0035
1.3423	1.0066
1.3432	1.0063
1.3440	1.0086
1.3449	0.99412
1.3457	0.99323
1.3466	0.99684
1.3475	0.99589
1.3483	0.99804
1.3492	0.99900
1.3500	0.99981
1.3509	1.0001
1.3517	1.0006
1.3526	1.0019
1.3534	1.0028
1.3543	1.0036
1.3551	1.0046
1.3560	1.0066
1.3568	1.0079
1.3577	1.0068
1.3585	1.0101
1.3594	0.99191
1.3602	0.99369
1.3611	0.99399
1.3619	0.99742
1.3628	0.99811
1.3636	0.99862
1.3645	0.99903
1.3653	1.0008
1.3662	1.0004
1.3671	1.0012
1.3679	1.0042
1.3688	1.0053
1.3696	1.0059
1.3705	1.0054
1.3713	1.0064
1.3722	1.0075
1.3730	0.99192
1.3739	0.99386
1.3747	0.99524
1.3756	0.99660
1.3764	0.99809
1.3773	0.99845
1.3781	1.0000
1.3790	1.0005
1.3798	1.0004
1.3807	1.0008
1.3815	1.0010
1.3824	1.0015
1.3832	1.0042
1.3841	1.0046
1.3850	1.0047
1.3858	1.0072
	
1.3300	1.0656
1.3295	1.0007
1.3291	1.0012
1.3287	1.0023
1.3283	1.0016
1.3278	1.0030
1.3274	1.0037
1.3270	1.0047
1.3265	1.0031
1.3261	1.0035
1.3257	1.0064
1.3253	1.0055
1.3248	1.0060
1.3244	1.0043
1.3240	1.0072
1.3236	1.0054
1.3231	1.0071
1.3227	1.0066
1.3223	1.0063
1.3219	1.0078
1.3214	1.0089
1.3210	1.0079
1.3206	1.0093
1.3202	1.0086
1.3197	1.0104
1.3193	1.0086
1.3189	1.0107
1.3184	1.0108
1.3180	1.0121
1.3176	1.0109
1.3172	1.0134
1.3167	1.0120
1.3163	1.0136
1.3159	0.99677
1.3155	0.99845
1.3150	0.99831
1.3146	0.99811
1.3142	0.99852
1.3138	0.99861
1.3133	1.0012
1.3129	0.99931
1.3125	1.0002
1.3121	1.0006
1.3116	1.0008
1.3112	1.0009
1.3108	1.0008
1.3104	1.0026
1.3099	1.0031
1.3095	1.0040
1.3091	1.0034
1.3086	1.0040
1.3082	1.0040
1.3078	1.0066
1.3074	1.0072
1.3069	1.0067
1.3065	1.0078
1.3061	1.0073
1.3057	1.0090
1.3052	1.0081
1.3048	1.0083
1.3044	1.0081
1.3040	1.0079
1.3035	1.0101
1.3031	1.0092
1.3027	1.0115
1.3023	1.0111
1.3018	0.99794
1.3014	0.99644
1.3010	0.99359
1.3006	0.99541
1.3001	0.99767
1.2997	0.99810
1.2993	0.99799
1.2989	0.99952
1.2984	1.0002
1.2980	0.99998
1.2976	0.99964
1.2971	1.0011
1.2967	1.0016
1.2963	1.0024
1.2959	1.0019
1.2954	1.0046
1.2950	1.0018
1.2946	1.0037
1.2942	1.0033
1.2937	1.0045
1.2933	1.0043
1.2929	1.0042
1.2925	1.0059
1.2920	1.0067
1.2916	1.0056
1.2912	1.0062
1.2908	1.0075
1.2903	1.0080
1.2899	1.0079
1.2895	1.0091
1.2890	1.0075
1.2886	1.0091
1.2882	1.0093
1.2878	0.99523
1.2873	0.99575
1.2869	0.99679
1.2865	0.99691
1.2861	0.99681
1.2856	0.99811
1.2852	0.99660
1.2848	0.99963
1.2844	0.99861
1.2839	0.99841
1.2835	0.99975
1.2831	0.99968
1.2827	1.0004
1.2822	1.0006
1.2818	1.0032
1.2814	1.0013
1.2810	1.0023
1.2805	1.0028
1.2801	1.0024
1.2797	1.0021
1.2792	1.0043
1.2788	1.0035
1.2784	1.0040
1.2780	1.0045
1.2775	1.0037
1.2771	1.0056
1.2767	1.0055
