0.01007	-131.324	98.23033
0.01038	-119.677	107.79014
0.01068	-123.636	104.33854
0.01099	-121.455	106.21218
0.01129	-125.625	102.68657
0.0119	-124.035	104.0029
0.01221	-123.636	104.33854
0.01251	-125.169	103.06066
0.01282	-122	105.7377
0.01343	-125.789	102.55269
0.01373	-126.883	101.66847
0.01404	-124.144	103.91159
0.01434	-126.915	101.64283
0.01495	-123.953	104.0717
0.01526	-126.822	101.71737
0.01556	-127.783	100.9524
0.01587	-126.854	101.69171
0.01648	-127.137	101.46535
0.01678	-130.614	98.7643
0.01709	-130.172	99.09965
0.0174	-128.998	100.00155
0.01801	-131.399	98.17426
0.01831	-130.24	99.04791
0.01862	-128.908	100.07137
0.01892	-130.858	98.58014
0.01953	-130.755	98.6578
0.01984	-133.34	96.74516
0.02014	-131.101	98.39742
0.02045	-133.616	96.54532
0.02106	-132.34	97.4762
0.02136	-130.69	98.70686
0.02167	-130.954	98.50787
0.02197	-132.241	97.54917
0.02258	-132.517	97.346
0.02289	-131.951	97.76356
0.02319	-130.827	98.6035
0.0235	-132.611	97.277
0.02411	-133.631	96.53449
0.02441	-131.396	98.1765
0.02472	-133.476	96.64659
0.02502	-133.867	96.3643
0.02563	-133.711	96.47673
0.02594	-135.369	95.29508
0.02625	-135.731	95.04093
0.02655	-135.541	95.17415
0.02716	-133.269	96.7967
0.02747	-136.761	94.32514
0.02777	-135.864	94.94789
0.02808	-135.17	95.43538
0.02869	-135.668	95.08506
0.02899	-137.005	94.15715
0.0293	-136.316	94.63306
0.0296	-135.811	94.98494
0.03021	-136.276	94.66084
0.03052	-135.945	94.89132
0.03082	-134.538	95.88369
0.03113	-135.307	95.33875
0.03174	-136.061	94.81042
0.03204	-137.119	94.07887
0.03235	-136.341	94.61571
0.03265	-136.031	94.83133
0.03326	-136.157	94.74357
0.03357	-136.728	94.3479
0.03387	-137.88	93.55962
0.03418	-136.554	94.46812
0.03479	-138.09	93.41734
0.0351	-137.92	93.53248
0.0354	-137.894	93.55012
0.03571	-136.623	94.42041
0.03632	-137.273	93.97332
0.03662	-138.894	92.87658
0.03693	-138.45	93.17443
0.03723	-137.749	93.64859
0.03784	-138.497	93.14281
0.03815	-138.999	92.80642
0.03845	-137.789	93.62141
0.03876	-139.328	92.58728
0.03937	-137.849	93.58066
0.03967	-138.079	93.42478
0.03998	-138.055	93.44102
0.04028	-138.78	92.95288
0.04089	-138.352	93.24043
0.0412	-139.31	92.59924
0.0415	-139.895	92.21202
0.04181	-139.49	92.47975
0.04242	-138.229	93.3234
0.04272	-140.233	91.98976
0.04303	-139.834	92.25224
0.04333	-138.74	92.97967
0.04395	-139.496	92.47577
0.04425	-140.748	91.65317
0.04456	-139.318	92.59392
0.04486	-139.859	92.23575
0.04547	-139.904	92.20608
0.04578	-140.095	92.08037
0.04608	-141.19	91.36624
0.04639	-139.472	92.49168
0.047	-139.303	92.60389
0.0473	-139.599	92.40754
0.04761	-140.544	91.7862
0.04791	-140.942	91.52701
0.04852	-140.972	91.50753
0.04883	-141.579	91.11521
0.04913	-141.536	91.14289
0.04944	-140.856	91.58289
0.05005	-141.2	91.35977
0.05035	-141.369	91.25056
0.05066	-141.746	91.00786
0.05096	-142.016	90.83484
0.05157	-140.805	91.61606
0.05188	-142.193	90.72177
0.05219	-141.034	91.46731
0.05249	-142.308	90.64845
0.0531	-141.42	91.21765
0.05341	-142.175	90.73325
0.05371	-141.934	90.88731
0.05402	-142.09	90.78753
0.05463	-142.103	90.77922
0.05493	-142.062	90.80542
0.05524	-142.698	90.40071
0.05554	-142.75	90.36778
0.05615	-142.089	90.78817
0.05646	-141.86	90.93472
0.05676	-142.952	90.24008
0.05707	-142.343	90.62616
0.05768	-142.168	90.73772
0.05798	-142.867	90.29377
0.05829	-142.823	90.32159
0.05859	-143.056	90.17448
0.0592	-143.701	89.76973
0.05951	-143.837	89.68485
0.05981	-143.697	89.77223
0.06012	-143.65	89.8016
0.06073	-143.378	89.97196
0.06104	-142.89	90.27924
0.06134	-143.466	89.91677
0.06165	-143.952	89.6132
0.06226	-142.812	90.32854
0.06256	-143.638	89.8091
0.06287	-142.989	90.21673
0.06317	-143.721	89.75724
0.06378	-144.319	89.38532
0.06409	-143.503	89.89359
0.06439	-144.309	89.39151
0.0647	-144.092	89.52614
0.06531	-144.085	89.53049
0.06561	-144.207	89.45474
0.06592	-144.663	89.17277
0.06622	-145.034	88.94466
0.06683	-145.102	88.90298
0.06714	-144.146	89.4926
0.06744	-144.592	89.21655
0.06775	-144.058	89.54727
0.06836	-143.652	89.80035
0.06866	-145.054	88.9324
0.06897	-144.764	89.11055
0.06927	-145.361	88.74457
0.06989	-144.944	88.99989
0.07019	-143.955	89.61134
0.0705	-145.009	88.96
0.0708	-145.119	88.89256
0.07141	-145.104	88.90175
0.07172	-144.98	88.97779
0.07202	-145.945	88.38946
0.07233	-145.12	88.89195
0.07294	-146.105	88.29267
0.07324	-145.287	88.78977
0.07355	-145.317	88.77144
0.07385	-145.196	88.84542
0.07446	-145.706	88.53445
0.07477	-146.036	88.33438
0.07507	-145.537	88.63725
0.07538	-146.313	88.16715
0.07599	-145.473	88.67625
0.07629	-146.091	88.30113
0.0766	-145.31	88.77572
0.0769	-146.29	88.18101
0.07751	-145.684	88.54782
0.07782	-145.71	88.53202
0.07813	-146.098	88.2969
0.07843	-145.549	88.62995
0.07904	-146.172	88.2522
0.07935	-146.197	88.2371
0.07965	-146.364	88.13643
0.07996	-146.458	88.07986
0.08057	-146.434	88.0943
0.08087	-146.387	88.12258
0.08118	-146.41	88.10874
0.08148	-146.713	87.92677
0.08209	-147.245	87.60909
0.0824	-147.265	87.59719
0.0827	-147.494	87.46118
0.08301	-146.341	88.15028
0.08362	-146.658	87.95974
0.08392	-147.157	87.66148
0.08423	-146.905	87.81185
0.08453	-147.742	87.31437
0.08514	-146.899	87.81544
0.08545	-146.786	87.88304
0.08575	-147.341	87.55201
0.08606	-147.628	87.3818
0.08667	-147.664	87.36049
0.08698	-147.748	87.31083
0.08728	-147.5	87.45763
0.08759	-147.518	87.44696
0.0882	-147.357	87.5425
0.0885	-148.095	87.10625
0.08881	-148.111	87.09684
0.08911	-147.866	87.24115
0.08972	-148.158	87.06921
0.09003	-147.593	87.40252
0.09033	-148.124	87.0892
0.09064	-148.333	86.96649
0.09125	-148.747	86.72444
0.09155	-148.122	87.09037
0.09186	-147.947	87.19339
0.09216	-148.405	86.9243
0.09277	-148.434	86.90731
0.09308	-149.142	86.49475
0.09338	-148.274	87.00109
0.09369	-148.726	86.73668
0.0943	-148.752	86.72152
0.0946	-149.076	86.53304
0.09491	-148.345	86.95945
0.09521	-148.79	86.69937
0.09583	-149.308	86.39859
0.09613	-148.95	86.60624
0.09644	-149.514	86.27955
0.09674	-149.035	86.55685
0.09735	-148.937	86.6138
0.09766	-148.648	86.7822
0.09796	-149.262	86.42521
0.09827	-149.213	86.45359
0.09888	-149.175	86.47562
0.09918	-149.665	86.1925
0.09949	-149.197	86.46286
0.09979	-149.386	86.35347
0.1004	-149.466	86.30725
0.10071	-149.89	86.06311
0.10101	-149.662	86.19422
0.10132	-150.084	85.95187
0.10193	-149.983	86.00975
0.10223	-149.7	86.17234
0.10254	-149.419	86.3344
0.10284	-149.718	86.16198
0.10346	-150.141	85.91924
0.10376	-149.803	86.1131
0.10407	-149.582	86.24032
0.10437	-150.221	85.87348
0.10498	-150.122	85.93011
0.10529	-150.759	85.56703
0.10559	-150.251	85.85633
0.1059	-150.771	85.56022
0.10651	-150.839	85.52165
0.10681	-150.788	85.55057
0.10712	-151.191	85.32254
0.10742	-150.575	85.67159
0.10803	-150.476	85.72796
0.10834	-150.483	85.72397
0.10864	-151.046	85.40445
0.10895	-151.163	85.33834
0.10956	-151.172	85.33326
0.10986	-150.351	85.79923
0.11017	-151.569	85.10975
0.11047	-151.131	85.35641
0.11108	-151.304	85.25882
0.11139	-151.036	85.4101
0.11169	-150.769	85.56136
0.112	-151.371	85.22108
0.11261	-151.271	85.27742
0.11292	-151.06	85.39653
0.11322	-151.333	85.24248
0.11353	-151.931	84.90696
0.11414	-151.452	85.1755
0.11444	-151.67	85.05308
0.11475	-151.088	85.38071
0.11505	-151.676	85.04971
0.11566	-151.471	85.16482
0.11597	-151.95	84.89635
0.11627	-151.899	84.92485
0.11658	-152.06	84.83493
0.11719	-151.907	84.92038
0.11749	-152.329	84.68512
0.1178	-152.225	84.74298
0.1181	-152.227	84.74187
0.11871	-152.491	84.59516
0.11902	-152.232	84.73908
0.11932	-152.13	84.7959
0.11963	-152.132	84.79478
0.12024	-152.444	84.62124
0.12054	-152.086	84.82043
0.12085	-152.497	84.59183
0.12116	-151.989	84.87456
0.12177	-152.653	84.50538
0.12207	-152.501	84.58961
0.12238	-152.806	84.42077
0.12268	-152.756	84.4484
0.12329	-152.908	84.36445
0.1236	-153.211	84.19761
0.1239	-152.807	84.42022
0.12421	-152.757	84.44785
0.12482	-152.807	84.42022
0.12512	-153.007	84.30987
0.12543	-153.156	84.22785
0.12573	-153.155	84.2284
0.12634	-153.302	84.14763
0.12665	-153.301	84.14818
0.12695	-153.646	83.95923
0.12726	-153.398	84.09497
0.12787	-153.493	84.04292
0.12817	-153.394	84.09716
0.12848	-153.49	84.04456
0.12878	-153.635	83.96524
0.1294	-153.534	84.02048
0.1297	-153.921	83.80923
0.13001	-153.531	84.02212
0.13031	-153.723	83.91718
0.13092	-154.105	83.70916
0.13123	-153.861	83.84191
0.13153	-153.955	83.79072
0.13184	-153.713	83.92264
0.13245	-153.852	83.84681
0.13275	-153.992	83.77059
0.13306	-153.989	83.77222
0.13336	-154.129	83.69612
0.13397	-154.408	83.54489
0.13428	-154.262	83.62396
0.13458	-154.401	83.54868
0.13489	-154.209	83.65271
0.1355	-154.437	83.52921
0.1358	-154.481	83.50541
0.13611	-154.664	83.40661
0.13641	-154.848	83.3075
0.13702	-155.073	83.18663
0.13733	-154.695	83.3899
0.13763	-155.25	83.09179
0.13794	-155.011	83.2199
0.13855	-155.373	83.02601
0.13886	-154.812	83.32687
0.13916	-154.808	83.32903
0.13947	-154.804	83.33118
0.14008	-155.391	83.01639
0.14038	-154.791	83.33818
0.14069	-155.014	83.21829
0.14099	-155.101	83.17161
0.1416	-155.363	83.03135
0.14191	-155.54	82.93687
0.14221	-155.036	83.20648
0.14252	-155.664	82.8708
0.14313	-155.562	82.92514
0.14343	-155.511	82.95233
0.14374	-155.685	82.85962
0.14404	-155.41	83.00624
0.14465	-155.891	82.75013
0.14496	-155.527	82.9438
0.14526	-155.744	82.82823
0.14557	-155.872	82.76021
0.14618	-156.215	82.5785
0.14648	-155.897	82.74694
0.14679	-155.934	82.72731
0.1471	-156.149	82.6134
0.14771	-156.268	82.55049
0.14801	-156.614	82.36812
0.14832	-155.946	82.72094
0.14862	-156.554	82.39968
0.14923	-156.407	82.47713
0.14954	-156.444	82.45762
0.14984	-156.567	82.39284
0.15015	-156.429	82.46553
0.15076	-156.197	82.58801
0.15106	-156.841	82.2489
0.15137	-156.356	82.50403
0.15167	-156.521	82.41706
0.15228	-156.678	82.33447
0.15259	-157.059	82.13474
0.15289	-156.964	82.18445
0.1532	-156.569	82.39179
0.15381	-156.939	82.19754
0.15411	-157.059	82.13474
0.15442	-157.179	82.07203
0.15472	-157.213	82.05428
0.15533	-157.067	82.13056
0.15564	-157.399	81.95732
0.15595	-157.05	82.13945
0.15625	-157.296	82.01099
0.15686	-157.574	81.8663
0.15717	-157.776	81.76148
0.15747	-157.429	81.9417
0.15778	-157.757	81.77133
0.15839	-157.443	81.93441
0.15869	-157.643	81.83047
0.159	-157.843	81.72678
0.1593	-157.708	81.79674
0.15991	-157.73	81.78533
0.16022	-157.596	81.85487
0.16052	-158.002	81.64454
0.16083	-158.034	81.628
0.16144	-157.972	81.66004
